ID	parentID	nameID	provisional	accordingTo	accordingToID	accordingToDate	referenceID	fossil	recent	lifezone	link	kingdom	phylum	class	order	family	genus	species
221297		221297	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221297	Chromista	Oomycota	Peronosporea	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	fusiformis
221347		221347	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221347	Chromista	Oomycota	Peronosporea	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	index
221556		221556	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221556	Chromista	Oomycota	Peronosporea	Peronosporales	Myzocytiopsidaceae	Protascus	subuliformis
223177		223177	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223177	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	alyssi-calycini
223384		223384	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223384	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	alyssi-incani
223404		223404	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223404	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	alpicola
223417		223417	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223417	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	alsinearum
223480		223480	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223480	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	alta
223712		223712	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223712	Chromista	Oomycota	Peronosporea	Incertae sedis	Eurychasmataceae	Eurychasma	dicksonii
224035		224035	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224035	Chromista	Oomycota	Hyphochytrea	Hyphochytriales	Rhizidiomycetaceae	Rhizidiomyces	ichneumon
224101		224101	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224101	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Hydatinophagus	apsteinii
224235		224235	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224235	Chromista	Oomycota	Peronosporea	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	aphanomycis
224653		224653	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224653	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Hydatinophagus	americanus
225117		225117	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225117	Chromista	Oomycota	Peronosporea	Rozellopsidales	Incertae sedis	Pleotrachelus	radicis
225320		225320	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225320	Chromista	Oomycota	Peronosporea	Rozellopsidales	Incertae sedis	Pleotrachelus	fulgens
225682		225682	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225682	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	grisea
227397		227397	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=227397	Chromista	Cercozoa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Sorodiscus	callitrichis
228218		228218	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=228218	Chromista	Oomycota	Peronosporea	Rhipidiales	Rhipidiaceae	Rhipidium	parthenosporum
228583		228583	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=228583	Chromista	Oomycota	Peronosporea	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	saprolegniae
228590		228590	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=228590	Chromista	Oomycota	Peronosporea	Rhipidiales	Rhipidiaceae	Rhipidium	americanum
228906		228906	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=228906	Chromista	Oomycota	Peronosporea	Rhipidiales	Rhipidiaceae	Rhipidium	continuum
229038		229038	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=229038	Chromista	Oomycota	Peronosporea	Rhipidiales	Rhipidiaceae	Rhipidium	interruptum
229095		229095	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=229095	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Myzocytium	proliferum
229672		229672	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=229672	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Myzocytium	megastomum
230498		230498	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=230498	Chromista	Oomycota	Peronosporea	Peronosporales	Myzocytiopsidaceae	Resticularia	boodlei
230692		230692	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=230692	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arabidis-hirsutae
230827		230827	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=230827	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arborescens
230950		230950	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=230950	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	argemones
231072		231072	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231072	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arabidis-turritae
231149		231149	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231149	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arenariae
231317		231317	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231317	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arabidis-oxyphyllae
231470		231470	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231470	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arabidis-glabrae
231743		231743	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231743	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	cryptogea
231826		231826	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=231826	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	erythroseptica
232148		232148	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232148	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	infestans
232219		232219	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232219	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	colocasiae
232605		232605	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232605	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	euphorbiae-glyptospermae
232726		232726	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232726	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	ficariae
232859		232859	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232859	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	flava
232886		232886	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=232886	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	farinosa
234929		234929	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=234929	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	palustris
234961		234961	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=234961	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	orobi
235274		235274	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=235274	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	ononidis
235415		235415	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=235415	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	sherardiae
235428		235428	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=235428	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Thraustotheca	clavata
235581		235581	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=235581	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	aestivalis
235612		235612	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=235612	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	ornithopi
236517		236517	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=236517	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	lapponica
236586		236586	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=236586	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	trichotoma
236606		236606	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=236606	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	pulveracea
236748		236748	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=236748	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	pulmonariae
236754		236754	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=236754	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	mixta
237059		237059	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=237059	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	monilifera
237223		237223	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=237223	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	tornensis
238217		238217	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238217	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	phacae
238237		238237	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238237	Chromista	Bigyra	Labyrinthulea	Labyrinthulida	Labyrinthulaceae	Labyrinthula	macrocystis
238302		238302	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238302	Chromista	Oomycota	Peronosporea	Rozellopsidales	Pseudosphaeritaceae	Sphaerita	endogena
238345		238345	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238345	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	phlogina
238378		238378	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238378	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	pennsylvanica
238546		238546	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238546	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	pedicularis
238592		238592	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238592	Chromista	Bigyra	Labyrinthulea	Labyrinthulida	Labyrinthulaceae	Labyrinthula	vitellina
238887		238887	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=238887	Chromista	Bigyra	Labyrinthulea	Labyrinthulida	Labyrinthulaceae	Labyrinthula	cienkowskii
239079		239079	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=239079	Chromista	Oomycota	Hyphochytrea	Hyphochytriales	Rhizidiomycetaceae	Latrostium	comprimens
239383		239383	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=239383	Chromista	Bigyra	Labyrinthulea	Thraustochytrida	Diplophryidae	Diplophrys	archeri
239881		239881	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=239881	Chromista	Oomycota	Hyphochytrea	Hyphochytriales	Rhizidiomycetaceae	Reessia	cladophorae
239904		239904	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=239904	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	rubiae
240104		240104	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=240104	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	rossica
240395		240395	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=240395	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	ruegeriae
240421		240421	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=240421	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	rhaetica
240531		240531	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=240531	Chromista	Oomycota	Hyphochytrea	Hyphochytriales	Rhizidiomycetaceae	Reessia	amoeboidea
241393		241393	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=241393	Chromista	Oomycota	Peronosporea	Peronosporales	Myzocytiopsidaceae	Resticularia	nodosa
242837		242837	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=242837	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	anisospora
243197		243197	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=243197	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	polygoni
243325		243325	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=243325	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	tetragonolobi
243437		243437	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=243437	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	potentillae
243654		243654	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=243654	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	teucrii
243916		243916	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=243916	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	thlaspeos-alpestris
244801		244801	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=244801	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	stachydis
245036		245036	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=245036	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	radii
245928		245928	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=245928	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	sisymbrii-officinalis
246231		246231	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=246231	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	sisymbrii-intermedii
246527		246527	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=246527	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	spiralis
247239		247239	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=247239	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	stagnalis
247703		247703	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=247703	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia	monoica
248688		248688	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=248688	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	symphyti
249913		249913	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=249913	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	saxifragae
250203		250203	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=250203	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	saxatilis
250453		250453	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=250453	Chromista	Cercozoa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Octomyxa	achlyae
250636		250636	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=250636	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Achlya	ambisexualis
250748		250748	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=250748	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	arabidis-strictae
251170		251170	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251170	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium	cactacearum
251211		251211	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251211	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	cambivora
251234		251234	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251234	Chromista	Oomycota	Peronosporea	Leptomitales	Leptomitaceae	Apodachlya	pirifera
251328		251328	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251328	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Thraustotheca	caucasica
251464		251464	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251464	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	citrophthora
251528		251528	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251528	Chromista	Oomycota	Peronosporea	Leptomitales	Apodachlyellaceae	Apodachlyella	completa
251555		251555	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251555	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	consolidae
251632		251632	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251632	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	crambes
251781		251781	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251781	Chromista	Oomycota	Peronosporea	Saprolegniales	Incertae sedis	Branchiomyces	demigrans
251817		251817	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251817	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	desertorum
251854		251854	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251854	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	dipeltae
251892		251892	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251892	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	drechsleri
251924		251924	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251924	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	echii
251973		251973	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=251973	Chromista	Oomycota	Peronosporea	Rhipidiales	Rhipidiaceae	Sapromyces	elongatus
252070		252070	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252070	Chromista	Oomycota	Peronosporea	Saprolegniales	Leptolegniaceae	Aphanomyces	exoparasiticus
252075		252075	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252075	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	fabae
252076		252076	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252076	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium	fabae
252401		252401	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252401	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	goldbachiae
252402		252402	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252402	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	gonapodyides
252502		252502	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252502	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	gypsophilae
252505		252505	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252505	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Achlya	haehneliana
252637		252637	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252637	Chromista	Oomycota	Peronosporea	Saprolegniales	Leptolegniaceae	Aphanomyces	hydatinae
252646		252646	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252646	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	hypecoi
252664		252664	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252664	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	iberidis
252748		252748	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252748	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Isoachlya	intermedia
252781		252781	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252781	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Thraustotheca	irregularis
252833		252833	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252833	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Diasporangium	jonesianum
252849		252849	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252849	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Pseudoperonospora	justiciae
252860		252860	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252860	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Achlya	kashyapia
252973		252973	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=252973	Chromista	Oomycota	Peronosporea	Peronosporales	Ectrogellaceae	Ectrogella	lauderiae
253177		253177	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=253177	Chromista	Oomycota	Peronosporea	Saprolegniales	Leptolegniaceae	Aphanomyces	magnusii
253227		253227	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=253227	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae	Pythium	maritimum
253236		253236	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=253236	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	maublancii
253321		253321	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=253321	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	mexicana
253374		253374	0	Kew Mycology 2020				0	1	terrestrial	http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=253374	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Peronospora	mirabilis
