ID	scientificName	authorship	rank	genus	specificEpithet	infraspecificEpithet	publishedInID	publishedInPage	code	status	link
205649	Lagenidium pygmaeum	Zopf	sp.	Lagenidium	pygmaeum		205649	103	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=205649
205708	Lagenidium oedogonii	Scherff.	sp.	Lagenidium	oedogonii		205708	105	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=205708
205832	Lagenidium marchalianum	De Wild.	sp.	Lagenidium	marchalianum		205832	10	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=205832
205911	Lagenidium gracile	Zopf	sp.	Lagenidium	gracile		205911	158	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=205911
207331	Leptomitus brevis	(Desv.) C. Agardh	sp.	Leptomitus	brevis		207331	48	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=207331
207352	Leptomitus brachynema	Hildebr.	sp.	Leptomitus	brachynema		207352	261	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=207352
207390	Plasmodiophora alni	(Woronin) Möller	sp.	Plasmodiophora	alni		207390	103	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=207390
207582	Leptomitus aureostannicus	Kütz.	sp.	Leptomitus	aureostannicus		207582	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=207582
208212	Rheosporangium aphanidermatum	Edson	sp.	Rheosporangium	aphanidermatum		208212	291	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208212
208442	Leptomitus violaceus	Kütz.	sp.	Leptomitus	violaceus		208442	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208442
208507	Plasmopara viburni	Peck	sp.	Plasmopara	viburni		208507	74	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208507
208580	Leptomitus urophilus	Mont.	sp.	Leptomitus	urophilus		208580	23	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208580
208592	Plasmopara viticola	(Berk. & M.A. Curtis) Berl. & De Toni	sp.	Plasmopara	viticola		208592	239	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208592
208686	Plasmopara vincetoxici	Ellis & Everh.	sp.	Plasmopara	vincetoxici		208686	70	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208686
208718	Lagenidium ellipticum	De Wild.	sp.	Lagenidium	ellipticum		208718	8	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208718
208731	Plasmoparopsis rigida	De Wild.	sp.	Plasmoparopsis	rigida		208731	127, 124	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208731
208765	Leptomitus vitreus	(Roth) C. Agardh	sp.	Leptomitus	vitreus		208765	48	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208765
208808	Lagenidium closterii	De Wild.	sp.	Lagenidium	closterii		208808	42	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208808
208849	Leptomitus valerianae	Kütz.	sp.	Leptomitus	valerianae		208849	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208849
208867	Plasmopara wildemaniana	Henn.	sp.	Plasmopara	wildemaniana		208867	85	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208867
208898	Lagenidium americanum	G.F. Atk.	sp.	Lagenidium	americanum		208898	336	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=208898
209712	Leptomitus naphae	Kütz.	sp.	Leptomitus	naphae		209712	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209712
209727	Lagenidiopsis reducta	De Wild.	sp.	Lagenidiopsis	reducta		209727	115	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209727
209814	Leptomitus minutissimus	(Dillwyn) C. Agardh	sp.	Leptomitus	minutissimus		209814	49	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209814
209882	Leptomitus phosphoratus	Kütz.	sp.	Leptomitus	phosphoratus		209882	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209882
209933	Leptomitus tuberosus	Kütz.	sp.	Leptomitus	tuberosus		209933	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209933
209966	Leptomitus libertiae	C. Agardh	sp.	Leptomitus	libertiae		209966	49	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209966
209977	Leptomitus nanus	(Dillwyn) C. Agardh	sp.	Leptomitus	nanus		209977	48	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=209977
210043	Leptomitus saccharicola	Kütz.	sp.	Leptomitus	saccharicola		210043	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210043
210089	Achlya contorta	Cornu	sp.	Achlya	contorta		210089	tab. 1, f. 9-15	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210089
210110	Achlya hoferi	Harz	sp.	Achlya	hoferi		210110	365	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210110
210144	Achlya decorata	H.E. Petersen	sp.	Achlya	decorata		210144	383	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210144
210217	Achlya glomerata	Coker	sp.	Achlya	glomerata		210217	325	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210217
210282	Achlya debaryana	Humphrey	sp.	Achlya	debaryana		210282	117	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210282
210346	Achlya cornuta	W. Archer	sp.	Achlya	cornuta		210346	126	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210346
210394	Achlya dioica	Pringsh.	sp.	Achlya	dioica		210394	206	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210394
210439	Achlya caroliniana	Coker	sp.	Achlya	caroliniana		210439	381	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210439
210464	Achlya gracilipes	de Bary	sp.	Achlya	gracilipes		210464	635	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210464
210947	Lagenidium syncytiorum	Kleb.	sp.	Lagenidium	syncytiorum		210947	375	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=210947
211033	Ectrogella perforans	H.E. Petersen	sp.	Ectrogella	perforans		211033	466	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211033
211049	Plasmopara pygmaea	(Unger) J. Schröt.	sp.	Plasmopara	pygmaea		211049	239	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211049
211084	Plasmopara humuli	(Miyabe & Takah.) Sacc. & Trotter	sp.	Plasmopara	humuli		211084	861	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211084
211103	Plasmopara satureiae	F.L. Tai & C.T. Wei	sp.	Plasmopara	satureiae		211103	84	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211103
211114	Lagenidium rabenhorstii	Zopf	sp.	Lagenidium	rabenhorstii		211114	79	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211114
211129	Plasmopara obducens	(J. Schröt.) J. Schröt.	sp.	Plasmopara	obducens		211129	238	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211129
211156	Lagenidium zopfii	De Wild.	sp.	Lagenidium	zopfii		211156	139	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211156
211218	Plasmopara ribicola	J. Schröt.	sp.	Plasmopara	ribicola		211218	238	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211218
211246	Sirolpidium bryopsidis	(de Bruyne) H.E. Petersen	sp.	Sirolpidium	bryopsidis		211246	480	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211246
211258	Plasmopara nivea	(Unger) J. Schröt.	sp.	Plasmopara	nivea		211258	237	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211258
211310	Plasmopara pusilla	(de Bary) J. Schröt.	sp.	Plasmopara	pusilla		211310	237	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211310
211370	Plasmopara skvortzovii	Miura	sp.	Plasmopara	skvortzovii		211370	40	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211370
211381	Ectrogella bacillariacearum	Zopf	sp.	Ectrogella	bacillariacearum		211381	175	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211381
211398	Plasmopara kellermanii	Ellis & Halst. ex Swingle	sp.	Plasmopara	kellermanii		211398	74	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=211398
212440	Leptolegnia caudata	de Bary	sp.	Leptolegnia	caudata		212440	609	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=212440
212482	Leptomitus ammoniatus	Kütz.	sp.	Leptomitus	ammoniatus		212482	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=212482
212637	Leptomitus clavatus	C. Agardh	sp.	Leptomitus	clavatus		212637	49	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=212637
212705	Leptomitus divergens	(Roth) C. Agardh	sp.	Leptomitus	divergens		212705	48	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=212705
212891	Leptomitus ceratophylli	(Bory) C. Agardh	sp.	Leptomitus	ceratophylli		212891	48	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=212891
214713	Plasmopara acalyphae	(G.W. Wilson) G.W. Wilson	sp.	Plasmopara	acalyphae		214713	169	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214713
214750	Plasmodiophora brassicae	Woronin	sp.	Plasmodiophora	brassicae		214750	548	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214750
214760	Plasmopara cephalophora	Davis	sp.	Plasmopara	cephalophora		214760	707	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214760
214822	Plasmodiophora vasculorum	Matz	sp.	Plasmodiophora	vasculorum		214822	41-46	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214822
214860	Plasmopara australis	(Speg.) Burrill	sp.	Plasmopara	australis		214860	72	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214860
214893	Plasmodiophora elaeagni	J. Schröt.	sp.	Plasmodiophora	elaeagni		214893	134	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=214893
215428	Lucidium pythioides	Lohde	sp.	Lucidium	pythioides		215428	205	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215428
215688	Lagenidium globosum	Lindst.	sp.	Lagenidium	globosum		215688	54	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215688
215763	Lagenidium entophytum	(Pringsh.) Zopf	sp.	Lagenidium	entophytum		215763	154	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215763
215869	Cystopus solivae	(J. Schröt.) Sacc. & P. Syd.	sp.	Cystopus	solivae		215869	458	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215869
215878	Peronospora alpestris	Gäum.	sp.	Peronospora	alpestris		215878	74	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215878
215900	Peronospora affinis	Rossmann	sp.	Peronospora	affinis		215900	no. 489	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215900
215935	Peronospora agrostemmatis	(Thüm.) Gäum.	sp.	Peronospora	agrostemmatis		215935	52	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215935
215943	Cystopus salsolae	P. Syd.	sp.	Cystopus	salsolae		215943	(142)	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215943
215961	Peronospora alliariae-wasabi	Gäum.	sp.	Peronospora	alliariae-wasabi		215961	519	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215961
215969	Cystopus schlechteri	P. Syd.	sp.	Cystopus	schlechteri		215969	(142)	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=215969
216034	Peronospora agrimoniae	Syd.	sp.	Peronospora	agrimoniae		216034	289	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216034
216046	Peronospora agrestis	Gäum.	sp.	Peronospora	agrestis		216046	198	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216046
216078	Cystopus quadratus	Kalchbr. & Cooke	sp.	Cystopus	quadratus		216078	22	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216078
216157	Peronospora alliorum	Fuckel	sp.	Peronospora	alliorum		216157	no. 41	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216157
216210	Peronospora agrorum	Gäum.	sp.	Peronospora	agrorum		216210	90	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216210
216225	Gilletia spinuligera	Sacc. & Therry	sp.	Gilletia	spinuligera		216225	587	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216225
216270	Anisomyxa plantaginis	Němec	sp.	Anisomyxa	plantaginis		216270	18	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=216270
217499	Peronospora astragalina	Syd.	sp.	Peronospora	astragalina		217499	188	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217499
217510	Peronospora arthurii	Farl.	sp.	Peronospora	arthurii		217510	315	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217510
217595	Peronospora asperuginis	J. Schröt.	sp.	Peronospora	asperuginis		217595	243	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217595
217671	Peronospora australis	Speg.	sp.	Peronospora	australis		217671	81	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217671
217675	Peronospora arvensis	Gäum.	sp.	Peronospora	arvensis		217675	198	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217675
217718	Peronospora berteroae	Gäum.	sp.	Peronospora	berteroae		217718	521	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217718
217749	Peronospora atlantica	Gäum.	sp.	Peronospora	atlantica		217749	62	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217749
217817	Peronospora barbareae	Gäum.	sp.	Peronospora	barbareae		217817	521	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217817
217830	Peronospora astragali	Syd.	sp.	Peronospora	astragali		217830	188	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217830
217892	Rhizomyxa hypogaea	Borzí	sp.	Rhizomyxa	hypogaea		217892	6	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=217892
218360	Cystopus froelichiae	(G.W. Wilson) Sacc. & Trotter	sp.	Cystopus	froelichiae		218360	859	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218360
218480	Cystopus evansii	(Syd. & P. Syd.) Sacc. & Trotter	sp.	Cystopus	evansii		218480	34	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218480
218678	Cystopus eurotiae	(Tranzschel) Sacc. & Trotter	sp.	Cystopus	eurotiae		218678	34	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218678
218730	Olpidiopsis zopfii	De Wild.	sp.	Olpidiopsis	zopfii		218730	34	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218730
218924	Olpidiopsis schenkiana	Zopf	sp.	Olpidiopsis	schenkiana		218924	168	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218924
218996	Olpidiopsis vexans	Barrett	sp.	Olpidiopsis	vexans		218996	231	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=218996
219064	Nematosporangium indigoferae	(E.J. Butler) Sideris	sp.	Nematosporangium	indigoferae		219064	290	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219064
219074	Myzocytium globosum	Schenk	sp.	Myzocytium	globosum		219074	12	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219074
219419	Myzocytium entophytum	(Pringsh.) Cornu	sp.	Myzocytium	entophytum		219419	125	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219419
219578	Cystopus mikaniae	Speg.	sp.	Cystopus	mikaniae		219578	67	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219578
219779	Cystopus occidentalis	(G.W. Wilson) Sacc. & Trotter	sp.	Cystopus	occidentalis		219779	859	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219779
219817	Cystopus lepigoni	de Bary	sp.	Cystopus	lepigoni		219817	132	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219817
219929	Bremia graminicola	Naumov	sp.	Bremia	graminicola		219929	275	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=219929
220003	Bremia centaureae	Syd.	sp.	Bremia	centaureae		220003	169	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220003
220035	Bremia sonchi	Sawada	sp.	Bremia	sonchi		220035	(137)	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220035
220062	Bremia lactucae	Regel	sp.	Bremia	lactucae		220062	666	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220062
220205	Bremia ovata	Sawada	sp.	Bremia	ovata		220205	(139)	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220205
220259	Bremia tulasnei	(H. Hoffm.) Syd.	sp.	Bremia	tulasnei		220259	168	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220259
220713	Cystopus trianthemae	(G.W. Wilson) Sacc. & Trotter	sp.	Cystopus	trianthemae		220713	858	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220713
220732	Peronospora anthemidis	Gäum.	sp.	Peronospora	anthemidis		220732	126	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220732
220743	Peronospora anagallidis	J. Schröt.	sp.	Peronospora	anagallidis		220743	45	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220743
220784	Peronospora aquatica	Gäum.	sp.	Peronospora	aquatica		220784	199	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220784
220825	Peronospora andina	Speg.	sp.	Peronospora	andina		220825	282	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220825
220855	Basidiophora entospora	Roze & Cornu	sp.	Basidiophora	entospora		220855	84	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220855
220884	Peronospora aparines	(de Bary) Gäum.	sp.	Peronospora	aparines		220884	246	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220884
220898	Peronospora antirrhini	J. Schröt.	sp.	Peronospora	antirrhini		220898	183	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220898
220933	Cystopus tropicus	Lagerh.	sp.	Cystopus	tropicus		220933	123	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220933
220957	Cystopus tragopogonis	(Pers.) J. Schröt.	sp.	Cystopus	tragopogonis		220957	234	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220957
220981	Peronospora anchusae	Ziling	sp.	Peronospora	anchusae		220981	3	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220981
220993	Cystosiphon pythioides	Roze & Cornu	sp.	Cystosiphon	pythioides		220993	72	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=220993
221046	Peronospora androsaces	Niessl	sp.	Peronospora	androsaces		221046	no. 1875	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221046
221058	Peronospora americana	Gäum.	sp.	Peronospora	americana		221058	21	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221058
221096	Peronospora apiospora	G. Poirault	sp.	Peronospora	apiospora		221096	8 [extr.]	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221096
221156	Olpidiopsis incrassata	Cornu	sp.	Olpidiopsis	incrassata		221156	146	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221156
221203	Olpidiopsis irregularis	Const.	sp.	Olpidiopsis	irregularis		221203	373	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221203
221227	Olpidiopsis echinata	H.E. Petersen	sp.	Olpidiopsis	echinata		221227	405	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221227
221297	Olpidiopsis fusiformis	Cornu	sp.	Olpidiopsis	fusiformis		221297	147	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221297
221347	Olpidiopsis index	Cornu	sp.	Olpidiopsis	index		221347	145	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221347
221399	Olpidiopsis fibrillosa	De Wild.	sp.	Olpidiopsis	fibrillosa		221399	34	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221399
221459	Peronospora nesleae	Gäum.	sp.	Peronospora	nesleae		221459	527	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221459
221556	Protascus subuliformis	P.A. Dang.	sp.	Protascus	subuliformis		221556	627	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221556
221593	Protascus decolorans	Wolk	sp.	Protascus	decolorans		221593	153	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=221593
222057	Nematosporangium arrhenomanes	(Drechsler) Sideris	sp.	Nematosporangium	arrhenomanes		222057	324	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=222057
222390	Nematosporangium aphanidermatum	(Edson) Fitzp.	sp.	Nematosporangium	aphanidermatum		222390	168	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=222390
223177	Peronospora alyssi-calycini	Gäum.	sp.	Peronospora	alyssi-calycini		223177	519	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223177
223189	Gilletia cinnabarina	Torrend	sp.	Gilletia	cinnabarina		223189	13	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223189
223236	Peronospora amaranthi	Gäum.	sp.	Peronospora	amaranthi		223236	235	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223236
223257	Peronospora alpina	Johanson	sp.	Peronospora	alpina		223257	393	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223257
223300	Cystopus spinulosus	de Bary	sp.	Cystopus	spinulosus		223300	no. 479	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223300
223378	Cystopus swertiae	(Berl. & Kom.) Sacc. & Trotter	sp.	Cystopus	swertiae		223378	527	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223378
223384	Peronospora alyssi-incani	Gäum.	sp.	Peronospora	alyssi-incani		223384	520	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223384
223404	Peronospora alpicola	Gäum.	sp.	Peronospora	alpicola		223404	113	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223404
223417	Peronospora alsinearum	Casp.	sp.	Peronospora	alsinearum		223417	330	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223417
223432	Cystopus tillaeae	Lagerh.	sp.	Cystopus	tillaeae		223432	167	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223432
223480	Peronospora alta	Fuckel	sp.	Peronospora	alta		223480	71	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223480
223621	Eurychasma sacculus	H.E. Petersen	sp.	Eurychasma	sacculus		223621	477	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223621
223712	Eurychasma dicksonii	(E.P. Wright) Magnus	sp.	Eurychasma	dicksonii		223712	348	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=223712
224035	Rhizidiomyces ichneumon	Gobi	sp.	Rhizidiomyces	ichneumon		224035	234	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224035
224101	Hydatinophagus apsteinii	Valkanov	sp.	Hydatinophagus	apsteinii		224101	231	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224101
224160	Vampyrella pendula	Cienk.	sp.	Vampyrella	pendula		224160	221	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224160
224221	Vampyrella multiformis	Zopf	sp.	Vampyrella	multiformis		224221	107	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224221
224235	Olpidiopsis aphanomycis	Cornu	sp.	Olpidiopsis	aphanomycis		224235	148	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224235
224385	Vampyrella pedata	L. Klein	sp.	Vampyrella	pedata		224385	204	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224385
224556	Olpidiopsis appendiculata	De Wild.	sp.	Olpidiopsis	appendiculata		224556	34	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224556
224653	Hydatinophagus americanus	A.F. Bartsch & F.T. Wolf	sp.	Hydatinophagus	americanus		224653	394	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224653
224698	Vampyrella inermis	L. Klein	sp.	Vampyrella	inermis		224698	258	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224698
224770	Vampyrella kleinii	P.A. Dang.	sp.	Vampyrella	kleinii		224770	245	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224770
224948	Aplanes braunii	(Reinsch) de Bary	sp.	Aplanes	braunii		224948	650	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=224948
225006	Cystopus ipomoeae-panduratae	(Schwein.) J.A. Stev. & Swingle	sp.	Cystopus	ipomoeae-panduratae		225006	67	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225006
225029	Pleotrachelus minutus	H.E. Petersen	sp.	Pleotrachelus	minutus		225029	451	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225029
225045	Pleotrachelus ectocarpi	Jokl	sp.	Pleotrachelus	ectocarpi		225045	267	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225045
225069	Peronospora gonolobi	Lagerh.	sp.	Peronospora	gonolobi		225069	49	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225069
225117	Pleotrachelus radicis	De Wild.	sp.	Pleotrachelus	radicis		225117	23	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225117
225138	Peronospora grisea	Rabenh.	sp.	Peronospora	grisea		225138	no. 322	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225138
225191	Pleotrachelus inhabilis	H.E. Petersen	sp.	Pleotrachelus	inhabilis		225191	456	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225191
225305	Pleotrachelus paradoxus	H.E. Petersen	sp.	Pleotrachelus	paradoxus		225305	459	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225305
225320	Pleotrachelus fulgens	Zopf	sp.	Pleotrachelus	fulgens		225320	173	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225320
225345	Peronospora graminicola	(Sacc.) Sacc.	sp.	Peronospora	graminicola		225345	586	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225345
225388	Pleotrachelus rosenvingii	H.E. Petersen	sp.	Pleotrachelus	rosenvingii		225388	453	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225388
225449	Pleotrachelus olpidium	H.E. Petersen	sp.	Pleotrachelus	olpidium		225449	455	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225449
225593	Pleotrachelus pollagaster	H.E. Petersen	sp.	Pleotrachelus	pollagaster		225593	462	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225593
225613	Pleotrachelus lobatus	H.E. Petersen	sp.	Pleotrachelus	lobatus		225613	460	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225613
225682	Peronospora grisea	Unger	sp.	Peronospora	grisea		225682	315	ICN		www.indexfungorum.org/Names/NamesRecord.asp?RecordID=225682
