nameID	relatedNameID	type	publishedInID	remarks
221535	628518	Orthographic variant		
221537	626603	Orthographic variant		
221517	626605	Orthographic variant		
221560	535065	Orthographic variant		
221589	222771	Orthographic variant		
221606	630415	Orthographic variant		
221617	372485	Orthographic variant		
221715	507657	Orthographic variant		
221926	217348	Orthographic variant		
221927	536205	Orthographic variant		
221932	222346	Orthographic variant		
221738	582833	Orthographic variant		
221838	303030	Orthographic variant		
221986	433598	Orthographic variant		
222021	222254	Orthographic variant		
222029	628229	Orthographic variant		
222056	120839	Orthographic variant		
222065	535775	Orthographic variant		
222073	536603	Orthographic variant		
222108	623051	Orthographic variant		
222132	544994	Orthographic variant		
222174	569645	Orthographic variant		
222194	569647	Orthographic variant		
222203	536164	Orthographic variant		
222220	537935	Orthographic variant		
222284	214644	Orthographic variant		
222289	566891	Orthographic variant		
222533	166908	Orthographic variant		
222537	631977	Orthographic variant		
222538	530999	Orthographic variant		
222338	535145	Orthographic variant		
222350	531626	Orthographic variant		
222361	628028	Orthographic variant		
222411	631976	Orthographic variant		
222424	529122	Orthographic variant		
222436	631469	Orthographic variant		
222443	628025	Orthographic variant		
222445	549594	Orthographic variant		
222450	199773	Orthographic variant		
222468	536495	Orthographic variant		
222481	628033	Orthographic variant		
222483	580485	Orthographic variant		
222501	541925	Orthographic variant		
222591	628032	Orthographic variant		
222609	628029	Orthographic variant		
222636	566169	Orthographic variant		
222664	147725	Orthographic variant		
222668	505440	Orthographic variant		
222677	631500	Orthographic variant		
222680	628031	Orthographic variant		
222720	625952	Orthographic variant		
222727	628034	Orthographic variant		
222737	632037	Orthographic variant		
222757	534756	Orthographic variant		
222787	464828	Orthographic variant		
222949	307406	Orthographic variant		
223010	536162	Orthographic variant		
223020	628519	Orthographic variant		
223026	546726	Orthographic variant		
223036	534734	Orthographic variant		
223045	222913	Orthographic variant		
223050	119004	Orthographic variant		
223080	628520	Orthographic variant		
223142	627951	Orthographic variant		
223155	631484	Orthographic variant		
223212	463286	Orthographic variant		
223228	627947	Orthographic variant		
223240	137203	Orthographic variant		
223298	627941	Orthographic variant		
223305	263495	Orthographic variant		
223329	535560	Orthographic variant		
223337	627940	Orthographic variant		
223364	627946	Orthographic variant		
223381	101823	Orthographic variant		
223527	531821	Orthographic variant		
223448	627948	Orthographic variant		
223459	503047	Orthographic variant		
223487	627943	Orthographic variant		
223548	502901	Orthographic variant		
223568	492525	Orthographic variant		
223571	520956	Orthographic variant		
223642	535395	Orthographic variant		
223647	625832	Orthographic variant		
223661	272808	Orthographic variant		
223723	516101	Orthographic variant		
223681	585603	Orthographic variant		
223704	635256	Orthographic variant		
223732	502902	Orthographic variant		
223779	542950	Orthographic variant		
223791	502145	Orthographic variant		
223798	628622	Orthographic variant		
223802	569501	Orthographic variant		
223809	627906	Orthographic variant		
223856	627897	Orthographic variant		
223926	414996	Orthographic variant		
223930	627899	Orthographic variant		
223940	626729	Orthographic variant		
223956	626018	Orthographic variant		
224010	633171	Orthographic variant		
224112	621170	Orthographic variant		
224127	533390	Orthographic variant		
224243	224870	Orthographic variant		
224258	396695	Orthographic variant		
224294	135305	Orthographic variant		
224526	535118	Orthographic variant		
224531	623181	Orthographic variant		
224373	451977	Orthographic variant		
224390	462433	Orthographic variant		
224392	631432	Orthographic variant		
224458	535261	Orthographic variant		
224470	534353	Orthographic variant		
224588	219176	Orthographic variant		
224604	202766	Orthographic variant		
224623	105034	Orthographic variant		
224691	507336	Orthographic variant		
224721	532527	Orthographic variant		
224807	633644	Orthographic variant		
224816	225870	Orthographic variant		
224872	507154	Orthographic variant		
224902	627238	Orthographic variant		
224904	587584	Orthographic variant		
224906	622244	Orthographic variant		
225104	534559	Orthographic variant		
224920	633929	Orthographic variant		
224930	631442	Orthographic variant		
224953	468707	Orthographic variant		
224971	535616	Orthographic variant		
224972	544143	Orthographic variant		
224977	528930	Orthographic variant		
224987	628834	Orthographic variant		
225000	467900	Orthographic variant		
225019	150946	Orthographic variant		
225078	254124	Orthographic variant		
225081	621917	Orthographic variant		
225126	537424	Orthographic variant		
225150	543155	Orthographic variant		
225206	225074	Orthographic variant		
225217	502081	Orthographic variant		
225250	529646	Orthographic variant		
225278	196742	Orthographic variant		
225342	631518	Orthographic variant		
225462	517874	Orthographic variant		
225465	287091	Orthographic variant		
225674	505416	Orthographic variant		
225694	534253	Orthographic variant		
225535	544142	Orthographic variant		
225541	514441	Orthographic variant		
225595	627643	Orthographic variant		
225618	534803	Orthographic variant		
225633	582985	Orthographic variant		
225641	567759	Orthographic variant		
225747	263990	Orthographic variant		
225812	622300	Orthographic variant		
225835	628831	Orthographic variant		
225844	129514	Orthographic variant		
225849	634792	Orthographic variant		
225878	580267	Orthographic variant		
225916	635112	Orthographic variant		
225932	494682	Orthographic variant		
225938	121131	Orthographic variant		
226025	627642	Orthographic variant		
226134	626364	Orthographic variant		
226135	535062	Orthographic variant		
226181	472697	Orthographic variant		
226204	119517	Orthographic variant		
226268	631444	Orthographic variant		
226321	321406	Orthographic variant		
226333	503256	Orthographic variant		
226358	374047	Orthographic variant		
226362	322863	Orthographic variant		
226498	514480	Orthographic variant		
226527	626662	Orthographic variant		
226565	251736	Orthographic variant		
226576	227051	Orthographic variant		
226600	627997	Orthographic variant		
226632	546811	Orthographic variant		
226651	627990	Orthographic variant		
226679	535292	Orthographic variant		
226698	567780	Orthographic variant		
226704	604794	Orthographic variant		
226707	627993	Orthographic variant		
226710	276451	Orthographic variant		
226744	486234	Orthographic variant		
226792	119787	Orthographic variant		
226923	536387	Orthographic variant		
226930	546408	Orthographic variant		
226976	635107	Orthographic variant		
227003	621528	Orthographic variant		
227021	535538	Orthographic variant		
227023	535783	Orthographic variant		
227045	627994	Orthographic variant		
227052	628521	Orthographic variant		
227091	226770	Orthographic variant		
227114	520888	Orthographic variant		
227135	459919	Orthographic variant		
227312	325526	Orthographic variant		
227167	535654	Orthographic variant		
227168	546946	Orthographic variant		
227209	495961	Orthographic variant		
227221	630094	Orthographic variant		
227226	535653	Orthographic variant		
227295	355604	Orthographic variant		
227346	627995	Orthographic variant		
227517	122939	Orthographic variant		
227363	536678	Orthographic variant		
227371	535620	Orthographic variant		
227385	628522	Orthographic variant		
227422	318825	Orthographic variant		
227473	334303	Orthographic variant		
227531	626132	Orthographic variant		
227536	313029	Orthographic variant		
227615	584738	Orthographic variant		
227618	334301	Orthographic variant		
227625	534658	Orthographic variant		
227653	586933	Orthographic variant		
227659	628015	Orthographic variant		
227677	627794	Orthographic variant		
227689	536163	Orthographic variant		
227746	628011	Orthographic variant		
227915	628007	Orthographic variant		
227858	534374	Orthographic variant		
227878	628623	Orthographic variant		
227887	499916	Orthographic variant		
227977	628523	Orthographic variant		
227988	541937	Orthographic variant		
227991	628014	Orthographic variant		
228071	628008	Orthographic variant		
228074	580062	Orthographic variant		
228290	316068	Orthographic variant		
228319	172259	Orthographic variant		
228522	567687	Orthographic variant		
228099	279642	Orthographic variant		
228106	587701	Orthographic variant		
228170	628013	Orthographic variant		
228198	228825	Orthographic variant		
228372	462570	Orthographic variant		
228492	529171	Orthographic variant		
228494	635225	Orthographic variant		
228513	316978	Orthographic variant		
228526	565121	Orthographic variant		
228681	627648	Orthographic variant		
228657	582796	Orthographic variant		
228725	534556	Orthographic variant		
228796	588510	Orthographic variant		
228797	565122	Orthographic variant		
228915	635154	Orthographic variant		
228850	622022	Orthographic variant		
228853	534515	Orthographic variant		
228890	627248	Orthographic variant		
228897	117252	Orthographic variant		
228952	541324	Orthographic variant		
228992	532747	Orthographic variant		
229007	631471	Orthographic variant		
229039	536712	Orthographic variant		
229052	229616	Orthographic variant		
229062	472870	Orthographic variant		
229119	628690	Orthographic variant		
229125	521569	Orthographic variant		
229138	544813	Orthographic variant		
229147	350967	Orthographic variant		
229160	535613	Orthographic variant		
229192	634796	Orthographic variant		
229235	120386	Orthographic variant		
229245	532293	Orthographic variant		
229251	491866	Orthographic variant		
229266	630118	Orthographic variant		
229329	472369	Orthographic variant		
229352	548093	Orthographic variant		
229370	536698	Orthographic variant		
229702	635002	Orthographic variant		
229498	628228	Orthographic variant		
229512	516124	Orthographic variant		
229580	355565	Orthographic variant		
229634	286614	Orthographic variant		
229638	178854	Orthographic variant		
229651	195086	Orthographic variant		
229749	536710	Orthographic variant		
229756	162227	Orthographic variant		
229760	566245	Orthographic variant		
229778	529192	Orthographic variant		
229779	503680	Orthographic variant		
229782	493672	Orthographic variant		
229794	628524	Orthographic variant		
229865	535168	Orthographic variant		
229942	536322	Orthographic variant		
230042	544899	Orthographic variant		
230166	633971	Orthographic variant		
230174	534809	Orthographic variant		
230201	535503	Orthographic variant		
230207	584387	Orthographic variant		
230212	532447	Orthographic variant		
230235	374903	Orthographic variant		
230236	535758	Orthographic variant		
230241	584734	Orthographic variant		
230242	567599	Orthographic variant		
230250	539517	Orthographic variant		
230276	503523	Orthographic variant		
230318	582908	Orthographic variant		
230441	481625	Orthographic variant		
230442	810557	Orthographic variant		
230553	626152	Orthographic variant		
230672	229903	Orthographic variant		
230673	517149	Orthographic variant		
230675	529181	Orthographic variant		
230891	168530	Orthographic variant		
230898	195850	Orthographic variant		
230730	298561	Orthographic variant		
230744	569191	Orthographic variant		
230745	631468	Orthographic variant		
230758	584740	Orthographic variant		
230759	560477	Orthographic variant		
230955	582870	Orthographic variant		
230999	629781	Orthographic variant		
231030	494578	Orthographic variant		
231093	502696	Orthographic variant		
231114	534820	Orthographic variant		
231144	266375	Orthographic variant		
231303	506783	Orthographic variant		
231235	588314	Orthographic variant		
231268	567639	Orthographic variant		
231316	535095	Orthographic variant		
231506	628624	Orthographic variant		
231352	120330	Orthographic variant		
231360	216864	Orthographic variant		
231412	396471	Orthographic variant		
231419	585566	Orthographic variant		
231474	628302	Orthographic variant		
231676	627925	Orthographic variant		
231677	506711	Orthographic variant		
241707	325818	Orthographic variant		
241718	245406	Orthographic variant		
241781	535121	Orthographic variant		
241855	534779	Orthographic variant		
241861	627561	Orthographic variant		
241862	625615	Orthographic variant		
241864	565041	Orthographic variant		
242024	497391	Orthographic variant		
242043	492843	Orthographic variant		
241870	121362	Orthographic variant		
241906	535935	Orthographic variant		
241936	631502	Orthographic variant		
241978	628630	Orthographic variant		
241982	627569	Orthographic variant		
241997	580985	Orthographic variant		
242012	279203	Orthographic variant		
242014	501641	Orthographic variant		
242064	537942	Orthographic variant		
242069	534208	Orthographic variant		
242111	567608	Orthographic variant		
242120	587163	Orthographic variant		
242141	490345	Orthographic variant		
242143	627565	Orthographic variant		
242153	255011	Orthographic variant		
242165	582776	Orthographic variant		
242197	547467	Orthographic variant		
242216	567768	Orthographic variant		
242268	530761	Orthographic variant		
242278	514544	Orthographic variant		
242310	587299	Orthographic variant		
242337	628416	Orthographic variant		
242340	530763	Orthographic variant		
242382	262378	Orthographic variant		
242385	536399	Orthographic variant		
242449	196801	Orthographic variant		
242508	544139	Orthographic variant		
242524	626698	Orthographic variant		
242557	530617	Orthographic variant		
242582	584826	Orthographic variant		
242661	179435	Orthographic variant		
242674	514546	Orthographic variant		
242676	628686	Orthographic variant		
242716	503886	Orthographic variant		
242746	118863	Orthographic variant		
242753	544150	Orthographic variant		
242775	514548	Orthographic variant		
242886	630053	Orthographic variant		
242914	536293	Orthographic variant		
243041	354559	Orthographic variant		
242976	536451	Orthographic variant		
242991	536345	Orthographic variant		
243071	536478	Orthographic variant		
243167	535774	Orthographic variant		
243205	121311	Orthographic variant		
243211	625998	Orthographic variant		
243246	534727	Orthographic variant		
243268	628537	Orthographic variant		
243302	243973	Orthographic variant		
243352	542093	Orthographic variant		
243440	544847	Orthographic variant		
243496	621841	Orthographic variant		
243507	542124	Orthographic variant		
243524	502642	Orthographic variant		
243569	534685	Orthographic variant		
243588	635758	Orthographic variant		
243591	534636	Orthographic variant		
243602	536269	Orthographic variant		
243604	628244	Orthographic variant		
243605	538547	Orthographic variant		
243623	541942	Orthographic variant		
243626	502996	Orthographic variant		
243632	528761	Orthographic variant		
243714	635279	Orthographic variant		
243733	628538	Orthographic variant		
243764	260492	Orthographic variant		
243780	374902	Orthographic variant		
243806	535761	Orthographic variant		
243912	507263	Orthographic variant		
243941	628631	Orthographic variant		
243949	621919	Orthographic variant		
243951	622047	Orthographic variant		
243968	506828	Orthographic variant		
244029	535877	Orthographic variant		
243976	546837	Orthographic variant		
243981	530326	Orthographic variant		
243989	504370	Orthographic variant		
244006	628758	Orthographic variant		
244009	490458	Orthographic variant		
244065	569224	Orthographic variant		
244223	581795	Orthographic variant		
244224	628754	Orthographic variant		
244139	120858	Orthographic variant		
244155	628709	Orthographic variant		
244161	329151	Orthographic variant		
244203	816965	Orthographic variant		
244243	628738	Orthographic variant		
244265	490442	Orthographic variant		
244271	514569	Orthographic variant		
244282	375304	Orthographic variant		
244284	520889	Orthographic variant		
244337	501644	Orthographic variant		
244341	534662	Orthographic variant		
244342	120121	Orthographic variant		
244425	514523	Orthographic variant		
244478	530336	Orthographic variant		
244514	623215	Orthographic variant		
244529	586726	Orthographic variant		
244551	567700	Orthographic variant		
244602	633620	Orthographic variant		
244614	623027	Orthographic variant		
244667	536465	Orthographic variant		
244676	193992	Orthographic variant		
244696	582780	Orthographic variant		
244731	516829	Orthographic variant		
244732	626913	Orthographic variant		
244845	508533	Orthographic variant		
244848	318795	Orthographic variant		
244851	534670	Orthographic variant		
244785	522422	Orthographic variant		
244788	535574	Orthographic variant		
244825	536213	Orthographic variant		
244897	503792	Orthographic variant		
244906	534822	Orthographic variant		
244960	536297	Orthographic variant		
245008	546724	Orthographic variant		
245013	587269	Orthographic variant		
245064	535553	Orthographic variant		
245065	536642	Orthographic variant		
245109	568765	Orthographic variant		
245160	628539	Orthographic variant		
245300	587669	Orthographic variant		
245449	505224	Orthographic variant		
245351	631547	Orthographic variant		
245389	503560	Orthographic variant		
245412	277429	Orthographic variant		
245643	522213	Orthographic variant		
245646	536518	Orthographic variant		
245662	628541	Orthographic variant		
245564	623179	Orthographic variant		
245575	121360	Orthographic variant		
245603	628540	Orthographic variant		
245836	580922	Orthographic variant		
245696	631463	Orthographic variant		
245753	627942	Orthographic variant		
245766	541335	Orthographic variant		
245773	534908	Orthographic variant		
245782	267522	Orthographic variant		
245877	635271	Orthographic variant		
245886	531637	Orthographic variant		
245918	560405	Orthographic variant		
245922	532500	Orthographic variant		
245930	630120	Orthographic variant		
245956	536611	Orthographic variant		
245962	522248	Orthographic variant		
245964	118991	Orthographic variant		
246009	534621	Orthographic variant		
246074	536751	Orthographic variant		
246165	627634	Orthographic variant		
246175	541924	Orthographic variant		
246221	246194	Orthographic variant		
246425	536689	Orthographic variant		
246450	536586	Orthographic variant		
246280	348347	Orthographic variant		
246306	536417	Orthographic variant		
246316	630767	Orthographic variant		
246537	501712	Orthographic variant		
246587	531623	Orthographic variant		
246615	528893	Orthographic variant		
246819	282273	Orthographic variant		
246838	628543	Orthographic variant		
246666	147026	Orthographic variant		
246764	628542	Orthographic variant		
246781	535824	Orthographic variant		
246807	502187	Orthographic variant		
246811	633312	Orthographic variant		
246875	122602	Orthographic variant		
246880	622400	Orthographic variant		
246881	534680	Orthographic variant		
247249	542526	Orthographic variant		
246918	631422	Orthographic variant		
246966	170828	Orthographic variant		
246968	269549	Orthographic variant		
247002	628632	Orthographic variant		
247061	585521	Orthographic variant		
247070	147587	Orthographic variant		
247094	535672	Orthographic variant		
247115	544796	Orthographic variant		
247117	622485	Orthographic variant		
247147	587198	Orthographic variant		
247154	636025	Orthographic variant		
247199	493217	Orthographic variant		
247217	535602	Orthographic variant		
247253	535820	Orthographic variant		
247271	144865	Orthographic variant		
247290	531612	Orthographic variant		
247345	506967	Orthographic variant		
247615	493045	Orthographic variant		
247641	585294	Orthographic variant		
247488	536632	Orthographic variant		
247520	585536	Orthographic variant		
247524	587712	Orthographic variant		
247533	491594	Orthographic variant		
247546	531634	Orthographic variant		
247565	499867	Orthographic variant		
247576	547046	Orthographic variant		
247584	101321	Orthographic variant		
247592	496232	Orthographic variant		
247596	587142	Orthographic variant		
247610	248012	Orthographic variant		
247803	537392	Orthographic variant		
247834	630121	Orthographic variant		
247677	627549	Orthographic variant		
247696	628706	Orthographic variant		
247749	261776	Orthographic variant		
247787	628752	Orthographic variant		
247788	535337	Orthographic variant		
247798	584714	Orthographic variant		
247848	631973	Orthographic variant		
247899	534854	Orthographic variant		
247918	627544	Orthographic variant		
247925	504800	Orthographic variant		
247960	534834	Orthographic variant		
248022	628724	Orthographic variant		
247969	627550	Orthographic variant		
248090	505278	Orthographic variant		
248196	497459	Orthographic variant		
248111	273644	Orthographic variant		
248151	534726	Orthographic variant		
248184	535165	Orthographic variant		
248185	316887	Orthographic variant		
248189	629731	Orthographic variant		
248294	631465	Orthographic variant		
248382	631466	Orthographic variant		
248432	535597	Orthographic variant		
248460	246935	Orthographic variant		
248470	535782	Orthographic variant		
248513	626131	Orthographic variant		
248526	248466	Orthographic variant		
248532	522097	Orthographic variant		
248575	536150	Orthographic variant		
248610	534787	Orthographic variant		
248652	457218	Orthographic variant		
248684	245803	Orthographic variant		
248720	627203	Orthographic variant		
248732	534596	Orthographic variant		
248742	503232	Orthographic variant		
248750	507424	Orthographic variant		
248789	536275	Orthographic variant		
248815	266968	Orthographic variant		
248827	536408	Orthographic variant		
248892	534940	Orthographic variant		
248922	514562	Orthographic variant		
248923	531635	Orthographic variant		
248927	628781	Orthographic variant		
249130	480777	Orthographic variant		
249133	316212	Orthographic variant		
249136	565749	Orthographic variant		
249145	545824	Orthographic variant		
249177	537357	Orthographic variant		
249183	514521	Orthographic variant		
249184	612135	Orthographic variant		
249225	514514	Orthographic variant		
249229	536288	Orthographic variant		
249249	514756	Orthographic variant		
249269	536764	Orthographic variant		
249311	628544	Orthographic variant		
249349	541922	Orthographic variant		
249360	537943	Orthographic variant		
249394	536291	Orthographic variant		
249409	635910	Orthographic variant		
249416	143702	Orthographic variant		
249427	544135	Orthographic variant		
249446	257544	Orthographic variant		
249471	522282	Orthographic variant		
249478	543012	Orthographic variant		
249586	536264	Orthographic variant		
249599	244228	Orthographic variant		
249488	567758	Orthographic variant		
249491	546948	Orthographic variant		
249546	544379	Orthographic variant		
249560	627589	Orthographic variant		
249573	450916	Orthographic variant		
249641	544381	Orthographic variant		
249649	628633	Orthographic variant		
249654	535331	Orthographic variant		
249732	628753	Orthographic variant		
249754	537381	Orthographic variant		
249878	522169	Orthographic variant		
249882	587117	Orthographic variant		
249889	536573	Orthographic variant		
249892	250324	Orthographic variant		
249897	534633	Orthographic variant		
249910	534706	Orthographic variant		
249990	472801	Orthographic variant		
250026	540133	Orthographic variant		
250109	627795	Orthographic variant		
250196	535738	Orthographic variant		
250253	628634	Orthographic variant		
250294	623840	Orthographic variant		
250300	372898	Orthographic variant		
250316	234435	Orthographic variant		
250348	446326	Orthographic variant		
250355	530636	Orthographic variant		
250377	621920	Orthographic variant		
250392	139837	Orthographic variant		
250396	535639	Orthographic variant		
250417	628545	Orthographic variant		
250423	344007	Orthographic variant		
250590	107718	Orthographic variant		
250596	542191	Orthographic variant		
264129	314605	Orthographic variant		
264132	314606	Orthographic variant		
264153	126654	Orthographic variant		
264154	314608	Orthographic variant		
264155	314609	Orthographic variant		
264162	115962	Orthographic variant		
264164	314610	Orthographic variant		
264168	121513	Orthographic variant		
264169	314612	Orthographic variant		
264170	630155	Orthographic variant		
264178	314614	Orthographic variant		
264185	255843	Orthographic variant		
264187	102067	Orthographic variant		
264188	246593	Orthographic variant		
264191	348182	Orthographic variant		
264197	241922	Orthographic variant		
264198	314633	Orthographic variant		
264218	108016	Orthographic variant		
264227	262816	Orthographic variant		
264231	266624	Orthographic variant		
264233	204023	Orthographic variant		
264237	204144	Orthographic variant		
264238	272130	Orthographic variant		
264242	366291	Orthographic variant		
264246	331485	Orthographic variant		
264247	134335	Orthographic variant		
264248	459969	Orthographic variant		
264265	208954	Orthographic variant		
264267	348189	Orthographic variant		
264519	384344	Orthographic variant		
264522	199981	Orthographic variant		
264527	230733	Orthographic variant		
264530	331583	Orthographic variant		
264324	104285	Orthographic variant		
264326	114404	Orthographic variant		
264328	164623	Orthographic variant		
264337	131456	Orthographic variant		
264340	492537	Orthographic variant		
264345	101983	Orthographic variant		
264347	286741	Orthographic variant		
264354	431668	Orthographic variant		
264355	385230	Orthographic variant		
264359	385237	Orthographic variant		
264363	120307	Orthographic variant		
264367	451667	Orthographic variant		
264368	385455	Orthographic variant		
264369	115963	Orthographic variant		
264370	385591	Orthographic variant		
264378	120308	Orthographic variant		
264383	374928	Orthographic variant		
264386	385980	Orthographic variant		
264392	434452	Orthographic variant		
264394	129209	Orthographic variant		
264395	450597	Orthographic variant		
264396	254608	Orthographic variant		
264408	191088	Orthographic variant		
264415	126183	Orthographic variant		
264429	344112	Orthographic variant		
264442	215093	Orthographic variant		
264443	331545	Orthographic variant		
264448	331563	Orthographic variant		
264450	410799	Orthographic variant		
264457	446241	Orthographic variant		
264464	342105	Orthographic variant		
264467	104296	Orthographic variant		
264485	584716	Orthographic variant		
264535	344113	Orthographic variant		
264542	384325	Orthographic variant		
264544	215889	Orthographic variant		
264547	157830	Orthographic variant		
264740	487366	Orthographic variant		
264741	314939	Orthographic variant		
264747	129639	Orthographic variant		
265125	331817	Orthographic variant		
265133	255486	Orthographic variant		
265134	101968	Orthographic variant		
265135	315063	Orthographic variant		
265136	218200	Orthographic variant		
265138	375071	Orthographic variant		
265139	627657	Orthographic variant		
264548	630343	Orthographic variant		
264560	121579	Orthographic variant		
264561	172729	Orthographic variant		
264562	102632	Orthographic variant		
264568	534969	Orthographic variant		
264569	372639	Orthographic variant		
264578	259057	Orthographic variant		
264582	314827	Orthographic variant		
264591	314845	Orthographic variant		
264594	130283	Orthographic variant		
264597	414917	Orthographic variant		
264614	414918	Orthographic variant		
264615	414919	Orthographic variant		
264627	314858	Orthographic variant		
264631	109811	Orthographic variant		
264639	344114	Orthographic variant		
264642	298138	Orthographic variant		
264644	109469	Orthographic variant		
264645	131480	Orthographic variant		
264647	499643	Orthographic variant		
264648	331688	Orthographic variant		
264649	314893	Orthographic variant		
264655	627551	Orthographic variant		
264657	260028	Orthographic variant		
264667	344115	Orthographic variant		
264673	279052	Orthographic variant		
264689	331728	Orthographic variant		
264705	505436	Orthographic variant		
264707	444915	Orthographic variant		
264708	535469	Orthographic variant		
264711	286857	Orthographic variant		
264712	246734	Orthographic variant		
264713	415962	Orthographic variant		
264714	536827	Orthographic variant		
264759	115100	Orthographic variant		
264778	134793	Orthographic variant		
264779	414566	Orthographic variant		
264780	264691	Orthographic variant		
264788	264925	Orthographic variant		
264789	504936	Orthographic variant		
264792	115206	Orthographic variant		
264798	115209	Orthographic variant		
264803	148475	Orthographic variant		
264817	314958	Orthographic variant		
250432	627843	Orthographic variant		
250434	565598	Orthographic variant		
250435	565597	Orthographic variant		
250460	450110	Orthographic variant		
250471	450438	Orthographic variant		
250483	588542	Orthographic variant		
250515	466009	Orthographic variant		
250552	508224	Orthographic variant		
250563	628546	Orthographic variant		
250597	543022	Orthographic variant		
250598	543021	Orthographic variant		
250745	506107	Orthographic variant		
250749	437890	Orthographic variant		
250750	292516	Orthographic variant		
250751	116167	Orthographic variant		
250752	308692	Orthographic variant		
250764	341292	Orthographic variant		
250770	341306	Orthographic variant		
250781	107722	Orthographic variant		
250782	412404	Orthographic variant		
250976	412472	Orthographic variant		
250978	314497	Orthographic variant		
250983	308740	Orthographic variant		
250642	121315	Orthographic variant		
250673	109596	Orthographic variant		
250677	158661	Orthographic variant		
250685	151470	Orthographic variant		
250697	102043	Orthographic variant		
250712	308650	Orthographic variant		
250715	165734	Orthographic variant		
250716	344009	Orthographic variant		
250735	364043	Orthographic variant		
250738	364055	Orthographic variant		
250742	376068	Orthographic variant		
250785	101980	Orthographic variant		
250798	128955	Orthographic variant		
250802	546380	Orthographic variant		
250829	231509	Orthographic variant		
250839	633499	Orthographic variant		
250857	412452	Orthographic variant		
250863	412462	Orthographic variant		
250880	105045	Orthographic variant		
250882	107726	Orthographic variant		
250884	628547	Orthographic variant		
250893	493809	Orthographic variant		
250894	534299	Orthographic variant		
250895	534300	Orthographic variant		
250896	534301	Orthographic variant		
250897	372388	Orthographic variant		
250898	119879	Orthographic variant		
250903	308716	Orthographic variant		
250904	450105	Orthographic variant		
250908	326273	Orthographic variant		
250914	360447	Orthographic variant		
250925	308731	Orthographic variant		
250930	308733	Orthographic variant		
250951	176391	Orthographic variant		
250952	450280	Orthographic variant		
250955	226777	Orthographic variant		
250958	199076	Orthographic variant		
250975	199083	Orthographic variant		
250985	326294	Orthographic variant		
250997	432992	Orthographic variant		
251004	344321	Orthographic variant		
251014	110474	Orthographic variant		
251015	352694	Orthographic variant		
251016	226879	Orthographic variant		
251029	199229	Orthographic variant		
251030	118378	Orthographic variant		
251043	364172	Orthographic variant		
251149	534705	Orthographic variant		
251161	242250	Orthographic variant		
251179	119153	Orthographic variant		
251062	459228	Orthographic variant		
251085	227430	Orthographic variant		
251089	122587	Orthographic variant		
251090	123316	Orthographic variant		
251091	132722	Orthographic variant		
251092	105927	Orthographic variant		
251095	534758	Orthographic variant		
251096	534757	Orthographic variant		
251098	493513	Orthographic variant		
251125	534488	Orthographic variant		
251126	534487	Orthographic variant		
251129	537366	Orthographic variant		
251131	308839	Orthographic variant		
251132	358973	Orthographic variant		
251136	113131	Orthographic variant		
251140	120085	Orthographic variant		
251186	113132	Orthographic variant		
251193	271490	Orthographic variant		
251196	112117	Orthographic variant		
251206	308851	Orthographic variant		
251209	344116	Orthographic variant		
251362	140004	Orthographic variant		
251576	627053	Orthographic variant		
251579	627051	Orthographic variant		
251228	534865	Orthographic variant		
251242	344010	Orthographic variant		
251244	134024	Orthographic variant		
251247	197590	Orthographic variant		
251268	217368	Orthographic variant		
251283	308878	Orthographic variant		
251286	263441	Orthographic variant		
251288	165959	Orthographic variant		
251291	120574	Orthographic variant		
251292	136375	Orthographic variant		
251296	437075	Orthographic variant		
251297	308893	Orthographic variant		
251298	113134	Orthographic variant		
251303	505210	Orthographic variant		
251310	170040	Orthographic variant		
251312	483814	Orthographic variant		
251320	308911	Orthographic variant		
251345	308920	Orthographic variant		
251346	436682	Orthographic variant		
251348	436684	Orthographic variant		
251350	183622	Orthographic variant		
251353	292680	Orthographic variant		
251355	374122	Orthographic variant		
251363	115705	Orthographic variant		
251373	260244	Orthographic variant		
251374	181851	Orthographic variant		
251390	189013	Orthographic variant		
251393	107614	Orthographic variant		
251398	106609	Orthographic variant		
251416	311329	Orthographic variant		
251424	326460	Orthographic variant		
251425	371947	Orthographic variant		
251427	364215	Orthographic variant		
251433	376660	Orthographic variant		
251435	117915	Orthographic variant		
251441	376987	Orthographic variant		
251442	104010	Orthographic variant		
251458	434508	Orthographic variant		
251472	128502	Orthographic variant		
251475	499923	Orthographic variant		
251476	434510	Orthographic variant		
251487	436915	Orthographic variant		
251491	414646	Orthographic variant		
251499	351942	Orthographic variant		
251500	414647	Orthographic variant		
251517	127773	Orthographic variant		
251534	626976	Orthographic variant		
251550	627047	Orthographic variant		
251557	534805	Orthographic variant		
251558	326472	Orthographic variant		
251600	472171	Orthographic variant		
251602	347764	Orthographic variant		
251603	347765	Orthographic variant		
251618	309023	Orthographic variant		
251622	264787	Orthographic variant		
251625	277626	Orthographic variant		
251650	344012	Orthographic variant		
251655	344013	Orthographic variant		
251669	239624	Orthographic variant		
251672	246702	Orthographic variant		
251676	375076	Orthographic variant		
251701	144950	Orthographic variant		
251702	535111	Orthographic variant		
251717	313630	Orthographic variant		
251725	248260	Orthographic variant		
251733	248593	Orthographic variant		
251734	120403	Orthographic variant		
251735	487011	Orthographic variant		
251745	412518	Orthographic variant		
251755	622389	Orthographic variant		
251756	537216	Orthographic variant		
