ID	scientificName	authorship	rank	genus	specificEpithet	infraspecificEpithet	publishedInID	publishedInPage	code	status	link
119003	Phyllosticta fraganiicola	Roberge ex Desm.							ICN		
119005	Puccinia frankeriae	Link							ICN		
119012	Puccinia fuhrmanni	Mayor							ICN		
119026	Didymosphaeria gaubiae	Petr.							ICN		
119027	Diplodina gaubiae	Petr.							ICN		
119030	Ramularia gei-allepici	Săvul. & Sandu							ICN		
119039	Entyloma glacii	P.A. Dang.							ICN		
119040	Arthroderma glorise	Ajello							ICN		
119061	Pucciniostele hashiokai	(Hirats. f.) Cummins							ICN		
119065	Entyloma henningsiana	Syd. & P. Syd.							ICN		
119071	Uromyces heteromorpha	Thüm.							ICN		
119072	Penicillium heteromorphus	H.Z. Kong & Z.T. Qi							ICN		
119073	Puccinia heterophylla	Cooke							ICN		
119076	Meliola heyniae	Hansf. & Thirum.							ICN		
119085	Diplodia hippophaëarum	Bres.							ICN		
119088	Asterina hoveafolia	Cooke & Massee							ICN		
119093	Rollandina hyalospora	(Kuehn, G.F. Orr & G.R. Ghosh) K. Roy, G.R. Ghosh & G.F. Orr							ICN		
119094	Hypholoma hydrophila	(Bull.) Quél.							ICN		
119102	Hypoderma ilicina	De Not.							ICN		
119115	Sphaeronaema indica	P.N. Mathur, S.K. Menon & Thirum.							ICN		
119132	Trichomerium jambolae	Bat. & Cif.							ICN		
119150	Cercospora kennedyae	Cooke & Massee							ICN		
119158	Meliola kupiensis	Deighton							ICN		
119164	Drepanoconis larvaeformis	Speg.							ICN		
119171	Hypogymnia laminosorediata	D. Hawksw. & Poelt							ICN		
119178	Coniothyrium lavendulae	Maire							ICN		
